,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
640,OBJECT_ANALOG_VALUE_3002251,NAE08/FC-1.NAE8-T1-FEC61.VAV-DMP-MIN-POS,CS Input (Float)
641,OBJECT_ANALOG_VALUE_3002252,NAE08/FC-1.NAE8-T1-FEC61.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
642,OBJECT_ANALOG_VALUE_3002253,NAE08/FC-1.NAE8-T1-FEC62.VAV-DMP-MIN-POS,CS Input (Float)
643,OBJECT_ANALOG_VALUE_3002254,NAE08/FC-1.NAE8-T1-FEC62.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
644,OBJECT_ANALOG_VALUE_3002255,NAE08/FC-1.NAE8-T1-FEC63.VAV-DMP-MIN-POS,CS Input (Float)
645,OBJECT_ANALOG_VALUE_3002256,NAE08/FC-1.NAE8-T1-FEC63.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
646,OBJECT_ANALOG_VALUE_3002257,NAE08/FC-1.NAE8-T1-FEC64.VAV-DMP-MIN-POS,CS Input (Float)
647,OBJECT_ANALOG_VALUE_3002258,NAE08/FC-1.NAE8-T1-FEC64.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
648,OBJECT_ANALOG_VALUE_3002259,NAE08/FC-1.NAE8-T1-FEC65.VAV-DMP-MIN-POS,CS Input (Float)
649,OBJECT_ANALOG_VALUE_3002260,NAE08/FC-1.NAE8-T1-FEC65.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
650,OBJECT_ANALOG_VALUE_3002261,NAE08/FC-1.NAE8-T1-FEC66.VAV-DMP-MIN-POS,CS Input (Float)
651,OBJECT_ANALOG_VALUE_3002262,NAE08/FC-1.NAE8-T1-FEC66.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
652,OBJECT_ANALOG_VALUE_3002263,NAE08/FC-1.NAE8-T1-FEC67.VAV-DMP-MIN-POS,CS Input (Float)
653,OBJECT_ANALOG_VALUE_3002264,NAE08/FC-1.NAE8-T1-FEC67.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
654,OBJECT_ANALOG_VALUE_3002265,NAE08/FC-1.NAE8-T1-FEC68.VAV-DMP-MIN-POS,CS Input (Float)
655,OBJECT_ANALOG_VALUE_3002266,NAE08/FC-1.NAE8-T1-FEC68.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
656,OBJECT_ANALOG_VALUE_3002267,NAE08/FC-1.NAE8-T1-FEC69.VAV-DMP-MIN-POS,CS Input (Float)
657,OBJECT_ANALOG_VALUE_3002268,NAE08/FC-1.NAE8-T1-FEC69.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
658,OBJECT_ANALOG_VALUE_3002448,NAE08/FC-1.9-UP-86.ZN3T-SP,Sideloop Temperature Setpoint
659,OBJECT_ANALOG_VALUE_3002468,NAE08/FC-1.9-UP-88.CLGUNOCC-MINFLOW,Unocc Cooling Min Flow
660,OBJECT_ANALOG_VALUE_3002469,NAE08/FC-1.9-UP-88.HTGUNOCC-MINFLOW,Unocc Heating Min Flow
661,OBJECT_ANALOG_VALUE_3002470,NAE08/FC-1.9-UP-88.CLDWN-MINFLOW,Cooldown Min Flow
662,OBJECT_ANALOG_VALUE_3002471,NAE08/FC-1.9-UP-88.WU-MINFLOW,Warmup Min Flow
663,OBJECT_ANALOG_VALUE_3002472,NAE08/FC-1.9-UP-88.MINFLOWCO2-SP,Setpoint
664,OBJECT_ANALOG_VALUE_3002473,NAE08/FC-1.9-UP-88.MINFLOWCO2-PB,Proportional Band
665,OBJECT_ANALOG_VALUE_3002474,NAE08/FC-1.9-UP-88.OCC-LEVEL,Occupancy Level
666,OBJECT_ANALOG_VALUE_3002475,NAE08/FC-1.9-UP-88.CLG-MINFLOW,Cooling Min Flow
667,OBJECT_ANALOG_VALUE_3002476,NAE08/FC-1.9-UP-88.HTG-MINFLOW,Heating Min Flow
668,OBJECT_ANALOG_VALUE_3002477,NAE08/FC-1.9-UP-88.OA-PERCENT,OA Percent
669,OBJECT_ANALOG_VALUE_3002481,NAE08/FC-1.9-UP-88.SAFLOW-ABSEFFORT,Supply Damper Absolute EWMA Effort
670,OBJECT_ANALOG_VALUE_3002482,NAE08/FC-1.9-UP-88.SAFLOW-ABSERROR,Supply Damper Absolute EWMA Error
671,OBJECT_ANALOG_VALUE_3002483,NAE08/FC-1.9-UP-88.SAFLOW-ERROR,Supply Damper EWMA Error
672,OBJECT_ANALOG_VALUE_3002484,NAE08/FC-1.9-UP-88.SAFLOW-EWMA,Supply Damper EWMA Present Value
673,OBJECT_ANALOG_VALUE_3002485,NAE08/FC-1.9-UP-88.SAD-ST,
674,OBJECT_ANALOG_VALUE_3002487,NAE08/FC-1.9-UP-88.CLG-ABSERROR,Supply Flow Absolute EWMA Error
675,OBJECT_ANALOG_VALUE_3002488,NAE08/FC-1.9-UP-88.CLG-ABSEFFORT,Supply Flow Absolute EWMA Effort
676,OBJECT_ANALOG_VALUE_3002489,NAE08/FC-1.9-UP-88.CLG-ERROR,Supply Flow EWMA Error
677,OBJECT_ANALOG_VALUE_3002490,NAE08/FC-1.9-UP-88.CLG-EWMA,Supply Flow EWMA Present Value
678,OBJECT_ANALOG_VALUE_3002493,NAE08/FC-1.9-UP-88.WCT-DIFF,Warmup Diff
679,OBJECT_ANALOG_VALUE_3002495,NAE08/FC-1.9-UP-88.SA-AREA,Supply Area
680,OBJECT_ANALOG_VALUE_3002496,NAE08/FC-1.9-UP-88.SA-KFACTOR,Supply Pickup Gain
681,OBJECT_ANALOG_VALUE_3002497,NAE08/FC-1.9-UP-88.CLG-MAXFLOW,Cooling Max Flow
682,OBJECT_ANALOG_VALUE_3002498,NAE08/FC-1.9-UP-88.CLGOCC-MINFLOW,Occ Cooling Min Flow
683,OBJECT_ANALOG_VALUE_3002499,NAE08/FC-1.9-UP-88.HTGOCC-MINFLOW,Occ Heating Min Flow
684,OBJECT_ANALOG_VALUE_3002501,NAE08/FC-1.9-UP-88.PFRESTART-TIME,Power Fail Restart Time
685,OBJECT_ANALOG_VALUE_3002504,NAE08/FC-1.9-UP-88.UNOCC-SATTIME,Satisfied Timer Duration
686,OBJECT_ANALOG_VALUE_3002508,NAE08/FC-1.9-UP-88.OCCMODE-BYPASSTIME,
687,OBJECT_ANALOG_VALUE_3002509,NAE08/FC-1.9-UP-88.HTG-PURGETIME,Heating Purge Duration
688,OBJECT_ANALOG_VALUE_3002528,NAE08/FC-1.8-UP-101.ZN1-DMP-MAX,Zone 1 Damper Maximum Position
689,OBJECT_ANALOG_VALUE_3002529,NAE08/FC-1.8-UP-101.CLGOCC-SP,Cooling Occupy Setpoint
690,OBJECT_ANALOG_VALUE_3002530,NAE08/FC-1.8-UP-101.CLGSTBY-SP,Cooling Standby Setpoint
691,OBJECT_ANALOG_VALUE_3002531,NAE08/FC-1.8-UP-101.CLGUNOCC-SP,Cooling Unoccupy Setpoint
692,OBJECT_ANALOG_VALUE_3002532,NAE08/FC-1.8-UP-101.HTGOCC-SP,Heating Occupy Setpoint
693,OBJECT_ANALOG_VALUE_3002533,NAE08/FC-1.8-UP-101.HTGSTBY-SP,Heating Standby Setpoint
694,OBJECT_ANALOG_VALUE_3002534,NAE08/FC-1.8-UP-101.HTGUNOCC-SP,Heating Unoccupy Setpoint
695,OBJECT_ANALOG_VALUE_3002535,NAE08/FC-1.8-UP-101.VAV-DMP-MIN-POS,VAV Damper Minimum Position
696,OBJECT_ANALOG_VALUE_3002536,NAE08/FC-1.8-UP-101.SUP-HTG-MIN-POS,Supplement Heating Minimum Position
697,OBJECT_ANALOG_VALUE_3002538,NAE08/FC-1.8-UP-101.ZN1T-SP,Zone 1 Temperature Setpoint
698,OBJECT_ANALOG_VALUE_3002562,NAE08/FC-1.NAE8-T1-FEC45.RA-CO2A,Return Air CO2 Sensor A
699,OBJECT_ANALOG_VALUE_3002588,NAE08/FC-1.NAE8-T1-FEC64.ZONE1_3-T,Zone 1 & 3 High Temperature Select
700,OBJECT_ANALOG_VALUE_3002619,NAE08/FC-1.7-UP-93.ZN1-DMP-MAX,CS Input (Float)
701,OBJECT_ANALOG_VALUE_3002620,NAE08/FC-1.7-UP-93.VAV-DMP-MIN-POS,CS Input (Float)
702,OBJECT_ANALOG_VALUE_3002623,NAE08/FC-1.7-UP-93.ZN1T-SP,Zone 1 Temperature Setpoint
703,OBJECT_ANALOG_VALUE_3003411,NAE08/FC-1.9-UP-87.ZN-SP,CS Input (Float)
704,OBJECT_ANALOG_VALUE_3003412,NAE08/FC-1.9-UP-87.ZN-T,Global Object used
705,OBJECT_ANALOG_VALUE_3003422,NAE08/FC-1.9-UP-89.SAD-ST,
706,OBJECT_ANALOG_VALUE_3003423,NAE08/FC-1.9-UP-87.OA-PERCENT,OA Percent
707,OBJECT_ANALOG_VALUE_3003424,NAE08/FC-1.9-UP-87.SAD-ST,
708,OBJECT_ANALOG_VALUE_3003425,NAE08/FC-1.9-UP-87.SA-F,
709,OBJECT_ANALOG_VALUE_3003807,NAE08/FC-1.8-UP-102.ZN1-DMP-MAX,CS Input (Float)
710,OBJECT_ANALOG_VALUE_3003808,NAE08/FC-1.8-UP-102.VAV-DMP-MIN-POS,CS Input (Float)
711,OBJECT_ANALOG_VALUE_3003809,NAE08/FC-1.8-UP-102.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
712,OBJECT_ANALOG_VALUE_3003810,NAE08/FC-1.8-UP-102.ZN1T-SP,Zone 1 Temperature Setpoint
713,OBJECT_ANALOG_VALUE_3003814,NAE08/FC-1.8-UP-102.CLGOCC-SP,
714,OBJECT_ANALOG_VALUE_3003815,NAE08/FC-1.8-UP-102.CLGSTBY-SP,
715,OBJECT_ANALOG_VALUE_3003816,NAE08/FC-1.8-UP-102.CLGUNOCC-SP,
716,OBJECT_ANALOG_VALUE_3003817,NAE08/FC-1.8-UP-102.HTGOCC-SP,
717,OBJECT_ANALOG_VALUE_3003818,NAE08/FC-1.8-UP-102.HTGSTBY-SP,
718,OBJECT_ANALOG_VALUE_3003819,NAE08/FC-1.8-UP-102.HTGUNOCC-SP,
719,OBJECT_ANALOG_VALUE_3003942,NAE08/FC-1.NAE8-T1-FEC81.CO2 SP Differential,Input (Float)
720,OBJECT_ANALOG_VALUE_3003943,NAE08/FC-1.NAE8-T1-FEC58.CO2 SP Differential,Input (Float)
721,OBJECT_ANALOG_VALUE_3003975,NAE08/FC-1.NAE8-T1-FEC58.Floor Max CO2,Output (Float)
722,OBJECT_ANALOG_VALUE_3003976,NAE08/FC-1.NAE8-T1-FEC81.Floor Max CO2,Output (Float)
723,OBJECT_ANALOG_VALUE_3003977,NAE08/FC-1.NAE8-T1-FEC45.Floor Max CO2,Output (Float)
724,OBJECT_ANALOG_VALUE_3004001,NAE08/FC-1.NAE8-T1-FEC45.CO2 SP Differential,Input (Float)
725,OBJECT_ANALOG_VALUE_3004309,NAE08/FC-1.NAE8-T1-FEC45.2DAT RST ZNT MAX,CS Input (Float)
726,OBJECT_ANALOG_VALUE_3004310,NAE08/FC-1.NAE8-T1-FEC45.2DAT RST ZNT MIN,CS Input (Float)
727,OBJECT_ANALOG_VALUE_3004311,NAE08/FC-1.NAE8-T1-FEC45.1DAT RST OAT MIN,CS Input (Float)
728,OBJECT_ANALOG_VALUE_3004312,NAE08/FC-1.NAE8-T1-FEC45.1DAT CLG-MAX OAT RST,CS Input (Float)
729,OBJECT_ANALOG_VALUE_3004313,NAE08/FC-1.NAE8-T1-FEC45.1DAT RST OAT MAX,CS Input (Float)
730,OBJECT_ANALOG_VALUE_3004314,NAE08/FC-1.NAE8-T1-FEC45.1DAT CLG-MIN OAT RST,CS Input (Float)
731,OBJECT_ANALOG_VALUE_3004315,NAE08/FC-1.NAE8-T1-FEC45.2DAT CLG-MAX ZNT RST,CS Input (Float)
732,OBJECT_ANALOG_VALUE_3004316,NAE08/FC-1.NAE8-T1-FEC45.2DAT CLG-MIN ZNT RST,CS Input (Float)
733,OBJECT_ANALOG_VALUE_3004318,NAE08/FC-1.NAE8-T1-FEC45.OA-T,CS Input (Float)
734,OBJECT_ANALOG_VALUE_3004319,NAE08/FC-1.NAE8-T1-FEC45.Min CO2 RST,CS Input (Float)
735,OBJECT_ANALOG_VALUE_3004323,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP-RAT,Output (Float)
736,OBJECT_ANALOG_VALUE_3004324,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP-OAT,Output (Float)
737,OBJECT_ANALOG_VALUE_3004327,NAE08/FC-1.NAE8-T1-FEC45.Discharge Air Setpoint Calculat,Discharge Air Setpoint
738,OBJECT_ANALOG_VALUE_3004328,NAE08/FC-1.NAE8-T1-FEC45.Eff OA Flow Setpoint,Output (Float)
739,OBJECT_ANALOG_VALUE_3004329,NAE08/FC-1.NAE8-T1-FEC45.RAT-SP,CS Input (Float)
740,OBJECT_ANALOG_VALUE_3004330,NAE08/FC-1.NAE8-T1-FEC45.MIAFLOW-SP,CS Input (Float)
741,OBJECT_ANALOG_VALUE_3004331,NAE08/FC-1.NAE8-T1-FEC58.2DAT RST ZNT MAX,CS Input (Float)
742,OBJECT_ANALOG_VALUE_3004332,NAE08/FC-1.NAE8-T1-FEC58.2DAT RST ZNT MIN,CS Input (Float)
743,OBJECT_ANALOG_VALUE_3004333,NAE08/FC-1.NAE8-T1-FEC58.1DAT RST OAT MIN,CS Input (Float)
744,OBJECT_ANALOG_VALUE_3004334,NAE08/FC-1.NAE8-T1-FEC58.1DAT CLG-MAX OAT RST,CS Input (Float)
745,OBJECT_ANALOG_VALUE_3004335,NAE08/FC-1.NAE8-T1-FEC58.1DAT RST OAT MAX,CS Input (Float)
746,OBJECT_ANALOG_VALUE_3004336,NAE08/FC-1.NAE8-T1-FEC58.1DAT CLG-MIN OAT RST,CS Input (Float)
747,OBJECT_ANALOG_VALUE_3004337,NAE08/FC-1.NAE8-T1-FEC58.MIAFLOW-SP,CS Input (Float)
748,OBJECT_ANALOG_VALUE_3004338,NAE08/FC-1.NAE8-T1-FEC58.2DAT CLG-MAX ZNT RST,CS Input (Float)
749,OBJECT_ANALOG_VALUE_3004339,NAE08/FC-1.NAE8-T1-FEC58.2DAT CLG-MIN ZNT RST,CS Input (Float)
750,OBJECT_ANALOG_VALUE_3004341,NAE08/FC-1.NAE8-T1-FEC58.OA-T,CS Input (Float)
751,OBJECT_ANALOG_VALUE_3004342,NAE08/FC-1.NAE8-T1-FEC58.Min CO2 RST,CS Input (Float)
752,OBJECT_ANALOG_VALUE_3004346,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-RAT,Output (Float)
753,OBJECT_ANALOG_VALUE_3004347,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-OAT,Output (Float)
754,OBJECT_ANALOG_VALUE_3004350,NAE08/FC-1.NAE8-T1-FEC58.Discharge Air Setpoint Calculat,Discharge Air Setpoint
755,OBJECT_ANALOG_VALUE_3004351,NAE08/FC-1.NAE8-T1-FEC58.RAT-SP,CS Input (Float)
756,OBJECT_ANALOG_VALUE_3004352,NAE08/FC-1.NAE8-T1-FEC58.Eff OA Flow Setpoint,Output (Float)
757,OBJECT_ANALOG_VALUE_3004353,NAE08/FC-1.NAE8-T1-FEC81.2DAT RST ZNT MAX,CS Input (Float)
758,OBJECT_ANALOG_VALUE_3004354,NAE08/FC-1.NAE8-T1-FEC81.2DAT RST ZNT MIN,CS Input (Float)
759,OBJECT_ANALOG_VALUE_3004355,NAE08/FC-1.NAE8-T1-FEC81.1DAT RST OAT MIN,CS Input (Float)
760,OBJECT_ANALOG_VALUE_3004356,NAE08/FC-1.NAE8-T1-FEC81.1DAT CLG-MAX OAT RST,CS Input (Float)
761,OBJECT_ANALOG_VALUE_3004357,NAE08/FC-1.NAE8-T1-FEC81.1DAT RST OAT MAX,CS Input (Float)
762,OBJECT_ANALOG_VALUE_3004358,NAE08/FC-1.NAE8-T1-FEC81.1DAT CLG-MIN OAT RST,CS Input (Float)
763,OBJECT_ANALOG_VALUE_3004359,NAE08/FC-1.NAE8-T1-FEC81.MIAFLOW-SP,CS Input (Float)
764,OBJECT_ANALOG_VALUE_3004360,NAE08/FC-1.NAE8-T1-FEC81.2DAT CLG-MAX ZNT RST,CS Input (Float)
765,OBJECT_ANALOG_VALUE_3004361,NAE08/FC-1.NAE8-T1-FEC81.2DAT CLG-MIN ZNT RST,CS Input (Float)
766,OBJECT_ANALOG_VALUE_3004363,NAE08/FC-1.NAE8-T1-FEC81.OA-T,CS Input (Float)
767,OBJECT_ANALOG_VALUE_3004364,NAE08/FC-1.NAE8-T1-FEC81.Min CO2 RST,CS Input (Float)
768,OBJECT_ANALOG_VALUE_3004368,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP-RAT,Output (Float)
769,OBJECT_ANALOG_VALUE_3004369,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP-OAT,Output (Float)
770,OBJECT_ANALOG_VALUE_3004372,NAE08/FC-1.NAE8-T1-FEC81.Discharge Air Setpoint Calculat,Discharge Air Setpoint
771,OBJECT_ANALOG_VALUE_3004373,NAE08/FC-1.NAE8-T1-FEC81.Eff OA Flow Setpoint,Output (Float)
772,OBJECT_ANALOG_VALUE_3004374,NAE08/FC-1.NAE8-T1-FEC81.RAT-SP,CS Input (Float)
773,OBJECT_BINARY_INPUT_3000238,NAE08/FC-1.NAE8-T1-FEC81.HT-A,High Temperature Alarm
774,OBJECT_BINARY_INPUT_3000240,NAE08/FC-1.NAE8-T1-FEC81.SF-S,Supply Fan Status
775,OBJECT_BINARY_INPUT_3000253,NAE08/FC-1.NAE8-T1-FEC81.CULEAK-A,Compartment Unit Leak Alarm
776,OBJECT_BINARY_INPUT_3000254,NAE08/FC-1.NAE8-T1-FEC81.OAD-ES,OA Damper End Switch
777,OBJECT_BINARY_INPUT_3000255,NAE08/FC-1.NAE8-T1-FEC81.PFILT-S,PreFilter Status
778,OBJECT_BINARY_INPUT_3000271,NAE08/FC-1.NAE8-T1-FEC58.HT-A,High Temperature Alarm
779,OBJECT_BINARY_INPUT_3000273,NAE08/FC-1.NAE8-T1-FEC58.SF-S,Supply Fan Status
780,OBJECT_BINARY_INPUT_3000286,NAE08/FC-1.NAE8-T1-FEC58.CULEAK-A,Compartment Unit Leak Alarm
781,OBJECT_BINARY_INPUT_3000287,NAE08/FC-1.NAE8-T1-FEC58.OAD-ES,OA Damper End Switch
782,OBJECT_BINARY_INPUT_3000288,NAE08/FC-1.NAE8-T1-FEC58.PFILT-S,PreFilter Status
783,OBJECT_BINARY_INPUT_3000491,NAE08/FC-1.NAE8-T1-FEC45.HT-A,High Temperature Alarm
784,OBJECT_BINARY_INPUT_3000493,NAE08/FC-1.NAE8-T1-FEC45.SF-S,Supply Fan Status
785,OBJECT_BINARY_INPUT_3000506,NAE08/FC-1.NAE8-T1-FEC45.CULEAK-A,Compartment Unit Leak Alarm
786,OBJECT_BINARY_INPUT_3000507,NAE08/FC-1.NAE8-T1-FEC45.OAD-ES,OA Damper End Switch
787,OBJECT_BINARY_INPUT_3000508,NAE08/FC-1.NAE8-T1-FEC45.PFILT-S,PreFilter Status
788,OBJECT_BINARY_INPUT_3001107,NAE08/FC-1.9-UP-87.SF-S,Supply Fan Status
789,OBJECT_BINARY_INPUT_3001929,NAE08/FC-1.9-UP-88.SF-S,Supply Fan Status
790,OBJECT_BINARY_INPUT_3001949,NAE08/FC-1.9-UP-89.SF-S,Supply Fan Status
791,OBJECT_BINARY_OUTPUT_3000239,NAE08/FC-1.NAE8-T1-FEC81.SF-C,Supply Fan Command
792,OBJECT_BINARY_OUTPUT_3000272,NAE08/FC-1.NAE8-T1-FEC58.SF-C,Supply Fan Command
793,OBJECT_BINARY_OUTPUT_3000492,NAE08/FC-1.NAE8-T1-FEC45.SF-C,Supply Fan Command
794,OBJECT_BINARY_OUTPUT_3001109,NAE08/FC-1.9-UP-87.SF-C,Supply Fan Command
795,OBJECT_BINARY_OUTPUT_3001931,NAE08/FC-1.9-UP-88.SF-C,Supply Fan Command
796,OBJECT_BINARY_OUTPUT_3001951,NAE08/FC-1.9-UP-89.SF-C,Supply Fan Command
797,OBJECT_BINARY_VALUE_3000058,NAE08/FC-1.NAE08-T1-FEC70.HTG-EN,Heating isAvailable
798,OBJECT_BINARY_VALUE_3000060,NAE08/FC-1.NAE08-T1-FEC70.CLG-EN,Cooling isAvailable
799,OBJECT_BINARY_VALUE_3000062,NAE08/FC-1.NAE08-T1-FEC70.TUNING-RESET,Application Tuning Reset
800,OBJECT_BINARY_VALUE_3000075,NAE08/FC-1.NAE8-T1-FEC71.HTG-EN,Heating isAvailable
801,OBJECT_BINARY_VALUE_3000077,NAE08/FC-1.NAE8-T1-FEC71.CLG-EN,Cooling isAvailable
802,OBJECT_BINARY_VALUE_3000079,NAE08/FC-1.NAE8-T1-FEC71.TUNING-RESET,Application Tuning Reset
803,OBJECT_BINARY_VALUE_3000092,NAE08/FC-1.NAE8-T1-FEC72.HTG-EN,Heating isAvailable
804,OBJECT_BINARY_VALUE_3000094,NAE08/FC-1.NAE8-T1-FEC72.CLG-EN,Cooling isAvailable
805,OBJECT_BINARY_VALUE_3000096,NAE08/FC-1.NAE8-T1-FEC72.TUNING-RESET,Application Tuning Reset
806,OBJECT_BINARY_VALUE_3000109,NAE08/FC-1.NAE8-T1-FEC73.HTG-EN,Heating isAvailable
807,OBJECT_BINARY_VALUE_3000111,NAE08/FC-1.NAE8-T1-FEC73.CLG-EN,Cooling isAvailable
808,OBJECT_BINARY_VALUE_3000113,NAE08/FC-1.NAE8-T1-FEC73.TUNING-RESET,Application Tuning Reset
809,OBJECT_BINARY_VALUE_3000126,NAE08/FC-1.NAE8-T1-FEC74.HTG-EN,Heating isAvailable
810,OBJECT_BINARY_VALUE_3000128,NAE08/FC-1.NAE8-T1-FEC74.CLG-EN,Cooling isAvailable
811,OBJECT_BINARY_VALUE_3000130,NAE08/FC-1.NAE8-T1-FEC74.TUNING-RESET,Application Tuning Reset
812,OBJECT_BINARY_VALUE_3000143,NAE08/FC-1.NAE8-T1-FEC75.HTG-EN,Heating isAvailable
813,OBJECT_BINARY_VALUE_3000145,NAE08/FC-1.NAE8-T1-FEC75.CLG-EN,Cooling isAvailable
814,OBJECT_BINARY_VALUE_3000147,NAE08/FC-1.NAE8-T1-FEC75.TUNING-RESET,Application Tuning Reset
815,OBJECT_BINARY_VALUE_3000160,NAE08/FC-1.NAE8-T1-FEC76.HTG-EN,Heating isAvailable
816,OBJECT_BINARY_VALUE_3000162,NAE08/FC-1.NAE8-T1-FEC76.CLG-EN,Cooling isAvailable
817,OBJECT_BINARY_VALUE_3000164,NAE08/FC-1.NAE8-T1-FEC76.TUNING-RESET,Application Tuning Reset
818,OBJECT_BINARY_VALUE_3000177,NAE08/FC-1.NAE8-T1-FEC77.HTG-EN,Heating isAvailable
819,OBJECT_BINARY_VALUE_3000179,NAE08/FC-1.NAE8-T1-FEC77.CLG-EN,Cooling isAvailable
820,OBJECT_BINARY_VALUE_3000181,NAE08/FC-1.NAE8-T1-FEC77.TUNING-RESET,Application Tuning Reset
821,OBJECT_BINARY_VALUE_3000194,NAE08/FC-1.NAE8-T1-FEC78.HTG-EN,Heating isAvailable
822,OBJECT_BINARY_VALUE_3000196,NAE08/FC-1.NAE8-T1-FEC78.CLG-EN,Cooling isAvailable
823,OBJECT_BINARY_VALUE_3000198,NAE08/FC-1.NAE8-T1-FEC78.TUNING-RESET,Application Tuning Reset
824,OBJECT_BINARY_VALUE_3000211,NAE08/FC-1.NAE8-T1-FEC79.HTG-EN,Heating isAvailable
825,OBJECT_BINARY_VALUE_3000213,NAE08/FC-1.NAE8-T1-FEC79.CLG-EN,Cooling isAvailable
826,OBJECT_BINARY_VALUE_3000215,NAE08/FC-1.NAE8-T1-FEC79.TUNING-RESET,Application Tuning Reset
827,OBJECT_BINARY_VALUE_3000228,NAE08/FC-1.NAE8-T1-FEC80.HTG-EN,Heating isAvailable
828,OBJECT_BINARY_VALUE_3000230,NAE08/FC-1.NAE8-T1-FEC80.CLG-EN,Cooling isAvailable
829,OBJECT_BINARY_VALUE_3000232,NAE08/FC-1.NAE8-T1-FEC80.TUNING-RESET,Application Tuning Reset
830,OBJECT_BINARY_VALUE_3000263,NAE08/FC-1.NAE8-T1-FEC81.CLG-EN,Cooling isAvailable
831,OBJECT_BINARY_VALUE_3000264,NAE08/FC-1.NAE8-T1-FEC81.TUNING-RESET,Application Tuning Reset
832,OBJECT_BINARY_VALUE_3000296,NAE08/FC-1.NAE8-T1-FEC58.CLG-EN,Cooling isAvailable
833,OBJECT_BINARY_VALUE_3000297,NAE08/FC-1.NAE8-T1-FEC58.TUNING-RESET,Application Tuning Reset
834,OBJECT_BINARY_VALUE_3000311,NAE08/FC-1.NAE8-T1-FEC59.HTG-EN,Heating isAvailable
835,OBJECT_BINARY_VALUE_3000313,NAE08/FC-1.NAE8-T1-FEC59.CLG-EN,Cooling isAvailable
836,OBJECT_BINARY_VALUE_3000315,NAE08/FC-1.NAE8-T1-FEC59.TUNING-RESET,Application Tuning Reset
837,OBJECT_BINARY_VALUE_3000328,NAE08/FC-1.NAE8-T1-FEC60.HTG-EN,Heating isAvailable
838,OBJECT_BINARY_VALUE_3000330,NAE08/FC-1.NAE8-T1-FEC60.CLG-EN,Cooling isAvailable
839,OBJECT_BINARY_VALUE_3000332,NAE08/FC-1.NAE8-T1-FEC60.TUNING-RESET,Application Tuning Reset
840,OBJECT_BINARY_VALUE_3000345,NAE08/FC-1.NAE8-T1-FEC61.HTG-EN,Heating isAvailable
841,OBJECT_BINARY_VALUE_3000347,NAE08/FC-1.NAE8-T1-FEC61.CLG-EN,Cooling isAvailable
842,OBJECT_BINARY_VALUE_3000349,NAE08/FC-1.NAE8-T1-FEC61.TUNING-RESET,Application Tuning Reset
843,OBJECT_BINARY_VALUE_3000362,NAE08/FC-1.NAE8-T1-FEC62.HTG-EN,Heating isAvailable
844,OBJECT_BINARY_VALUE_3000364,NAE08/FC-1.NAE8-T1-FEC62.CLG-EN,Cooling isAvailable
845,OBJECT_BINARY_VALUE_3000366,NAE08/FC-1.NAE8-T1-FEC62.TUNING-RESET,Application Tuning Reset
846,OBJECT_BINARY_VALUE_3000379,NAE08/FC-1.NAE8-T1-FEC63.HTG-EN,Heating isAvailable
847,OBJECT_BINARY_VALUE_3000381,NAE08/FC-1.NAE8-T1-FEC63.CLG-EN,Cooling isAvailable
848,OBJECT_BINARY_VALUE_3000383,NAE08/FC-1.NAE8-T1-FEC63.TUNING-RESET,Application Tuning Reset
849,OBJECT_BINARY_VALUE_3000396,NAE08/FC-1.NAE8-T1-FEC64.HTG-EN,Heating isAvailable
850,OBJECT_BINARY_VALUE_3000398,NAE08/FC-1.NAE8-T1-FEC64.CLG-EN,Cooling isAvailable
851,OBJECT_BINARY_VALUE_3000400,NAE08/FC-1.NAE8-T1-FEC64.TUNING-RESET,Application Tuning Reset
852,OBJECT_BINARY_VALUE_3000413,NAE08/FC-1.NAE8-T1-FEC65.HTG-EN,Heating isAvailable
853,OBJECT_BINARY_VALUE_3000415,NAE08/FC-1.NAE8-T1-FEC65.CLG-EN,Cooling isAvailable
854,OBJECT_BINARY_VALUE_3000417,NAE08/FC-1.NAE8-T1-FEC65.TUNING-RESET,Application Tuning Reset
855,OBJECT_BINARY_VALUE_3000430,NAE08/FC-1.NAE8-T1-FEC66.HTG-EN,Heating isAvailable
856,OBJECT_BINARY_VALUE_3000432,NAE08/FC-1.NAE8-T1-FEC66.CLG-EN,Cooling isAvailable
857,OBJECT_BINARY_VALUE_3000434,NAE08/FC-1.NAE8-T1-FEC66.TUNING-RESET,Application Tuning Reset
