,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
648,OBJECT_MULTI_STATE_VALUE_3000213,NAE06/FC-1.NAE6-T1-FEC66.OCC-SCHEDULE,Occupancy Schedule
649,OBJECT_MULTI_STATE_VALUE_3000226,NAE06/FC-1.NAE6-T1-FEC67.Z2-OCC-MODE,Occupancy Status Display
650,OBJECT_MULTI_STATE_VALUE_3000229,NAE06/FC-1.NAE6-T1-FEC67.Z1-OCC-MODE,Occupancy Status Display
651,OBJECT_MULTI_STATE_VALUE_3000231,NAE06/FC-1.NAE6-T1-FEC67.OCC-SCHEDULE,Occupancy Schedule
652,OBJECT_MULTI_STATE_VALUE_3000244,NAE06/FC-1.NAE6-T1-FEC68.Z2-OCC-MODE,Occupancy Status Display
653,OBJECT_MULTI_STATE_VALUE_3000247,NAE06/FC-1.NAE6-T1-FEC68.Z1-OCC-MODE,Occupancy Status Display
654,OBJECT_MULTI_STATE_VALUE_3000249,NAE06/FC-1.NAE6-T1-FEC68.OCC-SCHEDULE,Occupancy Schedule
655,OBJECT_MULTI_STATE_VALUE_3000297,NAE06/FC-1.NAE6-T1-FEC44.WC-C,WarmupCooldown
656,OBJECT_MULTI_STATE_VALUE_3000298,NAE06/FC-1.NAE6-T1-FEC44.OCC-SCHEDULE,Occupancy Schedule
657,OBJECT_MULTI_STATE_VALUE_3000304,NAE06/FC-1.NAE6-T1-FEC44.APP-MODE,Application Mode
658,OBJECT_MULTI_STATE_VALUE_3000306,NAE06/FC-1.NAE6-T1-FEC44.FIRE-A,CS Input (Enum)
659,OBJECT_MULTI_STATE_VALUE_3000312,NAE06/FC-1.NAE6-T1-FEC45.Z2-OCC-MODE,Occupancy Status Display
660,OBJECT_MULTI_STATE_VALUE_3000315,NAE06/FC-1.NAE6-T1-FEC45.Z1-OCC-MODE,Occupancy Status Display
661,OBJECT_MULTI_STATE_VALUE_3000317,NAE06/FC-1.NAE6-T1-FEC45.OCC-SCHEDULE,Occupancy Schedule
662,OBJECT_MULTI_STATE_VALUE_3000330,NAE06/FC-1.NAE6-T1-FEC46.Z2-OCC-MODE,Occupancy Status Display
663,OBJECT_MULTI_STATE_VALUE_3000333,NAE06/FC-1.NAE6-T1-FEC46.Z1-OCC-MODE,Occupancy Status Display
664,OBJECT_MULTI_STATE_VALUE_3000335,NAE06/FC-1.NAE6-T1-FEC46.OCC-SCHEDULE,Occupancy Schedule
665,OBJECT_MULTI_STATE_VALUE_3000348,NAE06/FC-1.NAE6-T1-FEC47.Z2-OCC-MODE,Occupancy Status Display
666,OBJECT_MULTI_STATE_VALUE_3000351,NAE06/FC-1.NAE6-T1-FEC47.Z1-OCC-MODE,Occupancy Status Display
667,OBJECT_MULTI_STATE_VALUE_3000353,NAE06/FC-1.NAE6-T1-FEC47.OCC-SCHEDULE,Occupancy Schedule
668,OBJECT_MULTI_STATE_VALUE_3000366,NAE06/FC-1.NAE6-T1-FEC48.Z2-OCC-MODE,Occupancy Status Display
669,OBJECT_MULTI_STATE_VALUE_3000371,NAE06/FC-1.NAE6-T1-FEC48.OCC-SCHEDULE,Occupancy Schedule
670,OBJECT_MULTI_STATE_VALUE_3000384,NAE06/FC-1.NAE6-T1-FEC49.Z2-OCC-MODE,Occupancy Status Display
671,OBJECT_MULTI_STATE_VALUE_3000387,NAE06/FC-1.NAE6-T1-FEC49.Z1-OCC-MODE,Occupancy Status Display
672,OBJECT_MULTI_STATE_VALUE_3000389,NAE06/FC-1.NAE6-T1-FEC49.OCC-SCHEDULE,Occupancy Schedule
673,OBJECT_MULTI_STATE_VALUE_3000402,NAE06/FC-1.NAE6-T1-FEC50.Z2-OCC-MODE,Occupancy Status Display
674,OBJECT_MULTI_STATE_VALUE_3000405,NAE06/FC-1.NAE6-T1-FEC50.Z1-OCC-MODE,Occupancy Status Display
675,OBJECT_MULTI_STATE_VALUE_3000407,NAE06/FC-1.NAE6-T1-FEC50.OCC-SCHEDULE,Occupancy Schedule
676,OBJECT_MULTI_STATE_VALUE_3000420,NAE06/FC-1.NAE6-T1-FEC51.Z2-OCC-MODE,Occupancy Status Display
677,OBJECT_MULTI_STATE_VALUE_3000423,NAE06/FC-1.NAE6-T1-FEC51.Z1-OCC-MODE,Occupancy Status Display
678,OBJECT_MULTI_STATE_VALUE_3000425,NAE06/FC-1.NAE6-T1-FEC51.OCC-SCHEDULE,Occupancy Schedule
679,OBJECT_MULTI_STATE_VALUE_3000438,NAE06/FC-1.NAE6-T1-FEC52.Z2-OCC-MODE,Occupancy Status Display
680,OBJECT_MULTI_STATE_VALUE_3000441,NAE06/FC-1.NAE6-T1-FEC52.Z1-OCC-MODE,Occupancy Status Display
681,OBJECT_MULTI_STATE_VALUE_3000443,NAE06/FC-1.NAE6-T1-FEC52.OCC-SCHEDULE,Occupancy Schedule
682,OBJECT_MULTI_STATE_VALUE_3000456,NAE06/FC-1.NAE6-T1-FEC53.Z2-OCC-MODE,Occupancy Status Display
683,OBJECT_MULTI_STATE_VALUE_3000459,NAE06/FC-1.NAE6-T1-FEC53.Z1-OCC-MODE,Occupancy Status Display
684,OBJECT_MULTI_STATE_VALUE_3000461,NAE06/FC-1.NAE6-T1-FEC53.OCC-SCHEDULE,Occupancy Schedule
685,OBJECT_MULTI_STATE_VALUE_3000474,NAE06/FC-1.NAE6-T1-FEC54.Z2-OCC-MODE,Occupancy Status Display
686,OBJECT_MULTI_STATE_VALUE_3000477,NAE06/FC-1.NAE6-T1-FEC54.Z1-OCC-MODE,Occupancy Status Display
687,OBJECT_MULTI_STATE_VALUE_3000479,NAE06/FC-1.NAE6-T1-FEC54.OCC-SCHEDULE,Occupancy Schedule
688,OBJECT_MULTI_STATE_VALUE_3000492,NAE06/FC-1.NAE6-T1-FEC55.Z2-OCC-MODE,Occupancy Status Display
689,OBJECT_MULTI_STATE_VALUE_3000495,NAE06/FC-1.NAE6-T1-FEC55.Z1-OCC-MODE,Occupancy Status Display
690,OBJECT_MULTI_STATE_VALUE_3000497,NAE06/FC-1.NAE6-T1-FEC55.OCC-SCHEDULE,Occupancy Schedule
691,OBJECT_MULTI_STATE_VALUE_3000510,NAE06/FC-1.NAE6-T1-VMA43.UNITEN-MODE,Unit Enable Mode
692,OBJECT_MULTI_STATE_VALUE_3000511,NAE06/FC-1.NAE6-T1-VMA43.SYSTEM-MODE,System Mode
693,OBJECT_MULTI_STATE_VALUE_3000518,NAE06/FC-1.NAE6-T1-VMA56.UNITEN-MODE,Unit Enable Mode
694,OBJECT_MULTI_STATE_VALUE_3000519,NAE06/FC-1.NAE6-T1-VMA56.SYSTEM-MODE,System Mode
695,OBJECT_MULTI_STATE_VALUE_3000529,NAE06/FC-1.20-UP-37.CO2 Control,CO2 Control Mode
696,OBJECT_MULTI_STATE_VALUE_3000539,NAE06/FC-1.20-UP-38.CO2 Control,CO2 Control Mode
697,OBJECT_MULTI_STATE_VALUE_3000548,NAE06/FC-1.19-UP-40.CO2 Control,CO2 Control Mode
698,OBJECT_MULTI_STATE_VALUE_3000558,NAE06/FC-1.19-UP-41.CO2 Control,CO2 Control Mode
699,OBJECT_MULTI_STATE_VALUE_3000567,NAE06/FC-1.19-UP-42.CO2 Control,CO2 Control Mode
700,OBJECT_MULTI_STATE_VALUE_3000599,NAE06/FC-1.20-UP-36.CO2 Control,CO2 Control Mode
701,OBJECT_MULTI_STATE_VALUE_3000606,NAE06/FC-1.20-UP-36.CO2 SL-OUTSTATE,State
702,OBJECT_MULTI_STATE_VALUE_3001926,NAE06/FC-1.19-UP-71.Multi-state Values.MV-59,
703,OBJECT_MULTI_STATE_VALUE_3001938,NAE06/FC-1.19-UP-72.Multi-state Values.MV-59,
704,OBJECT_MULTI_STATE_VALUE_3001966,NAE06/FC-1.19-UP-73.Multi-state Values.MV-59,
705,OBJECT_MULTI_STATE_VALUE_3001983,NAE06/FC-1.19-UP-74.Multi-state Values.MV-59,
706,OBJECT_MULTI_STATE_VALUE_3002000,NAE06/FC-1.19-UP-75.Multi-state Values.MV-59,
707,OBJECT_MULTI_STATE_VALUE_3002015,NAE06/FC-1.19-UP-76.Multi-state Values.MV-59,
708,OBJECT_MULTI_STATE_VALUE_3002034,NAE06/FC-1.19-UP-77.Multi-state Values.MV-59,
709,OBJECT_MULTI_STATE_VALUE_3002058,NAE06/FC-1.19-UP-79.LOCAL-OCC,Local Occupancy
710,OBJECT_MULTI_STATE_VALUE_3002059,NAE06/FC-1.19-UP-79.SYSTEM-MODE,Control Mode
711,OBJECT_MULTI_STATE_VALUE_3002060,NAE06/FC-1.19-UP-79.UNITEN-MODE,Unit Enable
712,OBJECT_MULTI_STATE_VALUE_3002063,NAE06/FC-1.19-UP-79.TUNING-RESET,Reset PID Tuning
713,OBJECT_MULTI_STATE_VALUE_3002064,NAE06/FC-1.19-UP-79.OCC-CONFIG,Occupancy Schedule Source
714,OBJECT_MULTI_STATE_VALUE_3002065,NAE06/FC-1.19-UP-79.FAN-MODE,Fan Mode
715,OBJECT_MULTI_STATE_VALUE_3002066,NAE06/FC-1.19-UP-79.UNIT-S,Unit Status
716,OBJECT_MULTI_STATE_VALUE_3002069,NAE06/FC-1.19-UP-79.EFF-OCC,Occupancy Status
717,OBJECT_MULTI_STATE_VALUE_3002070,NAE06/FC-1.19-UP-79.OCCSOURCE-S,Occupancy Input Source
718,OBJECT_MULTI_STATE_VALUE_3002076,NAE06/FC-1.19-FCU-80.LOCAL-OCC,Local Occupancy
719,OBJECT_MULTI_STATE_VALUE_3002077,NAE06/FC-1.19-FCU-80.SYSTEM-MODE,Control Mode
720,OBJECT_MULTI_STATE_VALUE_3002078,NAE06/FC-1.19-FCU-80.UNITEN-MODE,Unit Enable
721,OBJECT_MULTI_STATE_VALUE_3002081,NAE06/FC-1.19-FCU-80.TUNING-RESET,Reset PID Tuning
722,OBJECT_MULTI_STATE_VALUE_3002082,NAE06/FC-1.19-FCU-80.OCC-CONFIG,Occupancy Schedule Source
723,OBJECT_MULTI_STATE_VALUE_3002083,NAE06/FC-1.19-FCU-80.FAN-MODE,Fan Mode
724,OBJECT_MULTI_STATE_VALUE_3002084,NAE06/FC-1.19-FCU-80.TEMP-UNITS,Units
725,OBJECT_MULTI_STATE_VALUE_3002085,NAE06/FC-1.19-FCU-80.UNIT-S,Unit Status
726,OBJECT_MULTI_STATE_VALUE_3002087,NAE06/FC-1.19-FCU-80.OCCSOURCE-S,Occupancy Input Source
727,OBJECT_MULTI_STATE_VALUE_3002118,NAE06/FC-1.19-FCU-78.LOCAL-OCC,Local Occupancy
728,OBJECT_MULTI_STATE_VALUE_3002119,NAE06/FC-1.19-FCU-78.SYSTEM-MODE,Control Mode
729,OBJECT_MULTI_STATE_VALUE_3002277,NAE06/FC-1.NAE6-T1-FEC57.CU State,Output (Enum)
730,OBJECT_MULTI_STATE_VALUE_3002278,NAE06/FC-1.NAE6-T1-FEC57.Control Mode,CS Input (Enum)
731,OBJECT_MULTI_STATE_VALUE_3002281,NAE06/FC-1.NAE6-T1-FEC57.Mode,Mode
732,OBJECT_MULTI_STATE_VALUE_3002282,NAE06/FC-1.NAE6-T1-FEC57.DATSP-STATE,State
733,OBJECT_MULTI_STATE_VALUE_3002299,NAE06/FC-1.NAE6-T1-FEC44.CU State,Output (Enum)
734,OBJECT_MULTI_STATE_VALUE_3002300,NAE06/FC-1.NAE6-T1-FEC44.Control Mode,CS Input (Enum)
735,OBJECT_MULTI_STATE_VALUE_3002303,NAE06/FC-1.NAE6-T1-FEC44.Mode,Mode
736,OBJECT_MULTI_STATE_VALUE_3002304,NAE06/FC-1.NAE6-T1-FEC44.DATSP-STATE,State
737,OBJECT_TRENDLOG_3000005,NAE06/Memory Usage Trend Log,
738,OBJECT_TRENDLOG_3000013,NAE06/FC-1.NAE6-T1-FEC57.FLOOR-P1.Trend1,
739,OBJECT_TRENDLOG_3000016,NAE06/FC-1.NAE6-T1-FEC57.FLOOR-P2.Trend1,
740,OBJECT_TRENDLOG_3000022,NAE06/FC-1.NAE6-T1-FEC57.SF-S.Trend1,
741,OBJECT_TRENDLOG_3000024,NAE06/FC-1.NAE6-T1-FEC57.SF-O.Trend1,
742,OBJECT_TRENDLOG_3000033,NAE06/FC-1.NAE6-T1-FEC57.SA-T.Trend1,
743,OBJECT_TRENDLOG_3000035,NAE06/FC-1.NAE6-T1-FEC57.ZN1-T.Trend1,
744,OBJECT_TRENDLOG_3000037,NAE06/FC-1.NAE6-T1-FEC57.ZN2-T.Trend1,
745,OBJECT_TRENDLOG_3000039,NAE06/FC-1.NAE6-T1-FEC57.ZN3-T.Trend1,
746,OBJECT_TRENDLOG_3000041,NAE06/FC-1.NAE6-T1-FEC57.ZN4-T.Trend1,
747,OBJECT_TRENDLOG_3000261,NAE06/FC-1.NAE6-T1-FEC44.FLOOR-P1.Trend1,
748,OBJECT_TRENDLOG_3000264,NAE06/FC-1.NAE6-T1-FEC44.FLOOR-P2.Trend1,
749,OBJECT_TRENDLOG_3000270,NAE06/FC-1.NAE6-T1-FEC44.SF-S.Trend1,
750,OBJECT_TRENDLOG_3000272,NAE06/FC-1.NAE6-T1-FEC44.SF-O.Trend1,
751,OBJECT_TRENDLOG_3000281,NAE06/FC-1.NAE6-T1-FEC44.SA-T.Trend1,
752,OBJECT_TRENDLOG_3000283,NAE06/FC-1.NAE6-T1-FEC44.ZN1-T.Trend1,
753,OBJECT_TRENDLOG_3000285,NAE06/FC-1.NAE6-T1-FEC44.ZN2-T.Trend1,
754,OBJECT_TRENDLOG_3000287,NAE06/FC-1.NAE6-T1-FEC44.ZN3-T.Trend1,
755,OBJECT_TRENDLOG_3000289,NAE06/FC-1.NAE6-T1-FEC44.ZN4-T.Trend1,
756,OBJECT_TRENDLOG_3000949,NAE06/FC-1.NAE6-T1-FEC57.SF-S.Trend2,
757,OBJECT_TRENDLOG_3000950,NAE06/FC-1.NAE6-T1-FEC44.SF-S.Trend2,
758,OBJECT_TRENDLOG_3002035,NAE06/FC-1.19-UP-71.Analog Inputs.AI-1106.Trend1,
759,OBJECT_TRENDLOG_3002103,NAE06/FC-1.19-BTU-1.Analog Inputs.AI-2.Trend1,Total Cooling Energy
760,OBJECT_TRENDLOG_3002244,NAE06/Event Rate Trend Log,
761,OBJECT_TRENDLOG_3002313,NAE06/FC-1.NAE6-T1-FEC50.ZN1-T.Trend1,
762,OBJECT_TRENDLOG_3002315,NAE06/FC-1.NAE6-T1-FEC44.Floor Max CO2.Trend1,
763,OBJECT_TRENDLOG_3002316,NAE06/FC-1.NAE6-T1-FEC57.Floor Max CO2.Trend1,
764,OBJECT_TRENDLOG_3002329,NAE06/FC-1.NAE6-T1-FEC57.Discharge Air Setpoint Calculat.Trend1,
765,OBJECT_TRENDLOG_3002330,NAE06/FC-1.NAE6-T1-FEC44.Discharge Air Setpoint Calculat.Trend1,
766,OBJECT_TRENDLOG_3002331,NAE06/FC-1.NAE6-T1-FEC44.SAT-SP.Trend1,
767,OBJECT_TRENDLOG_3002336,NAE06/FC-1.NAE6-T1-FEC44.CLG-O.Trend1,
